纟	糹
余杭	餘杭
新余	新余
只可	只可
台山	台山
周口	周口
南汇	南匯
三台	三台
云浮	雲浮
发水	發水
面交	面交
力荐	力薦
五里	五里
台本	臺本
咸宁	咸寧
里带	裏帶
尚志	尚志
向日	向日
十回	十回
谷歌	穀歌
和面	和麵
东台	東臺
金坛	金壇
钟山	鍾山
尽可	盡可
一表	一表
路向	路向
个旧	箇舊
流布	流佈
凯里	凱里
姜堰	姜堰
一里	一里
发傻	發傻
发嗲	發嗲
二里	二里
壹万	壹萬
当阳	當陽
万宁	萬寧
暗里	暗裏
别是	別是
模棱	模稜
下卷	下卷
下弦	下弦
钟祥	鐘祥
灵台	靈臺
南岳	南嶽
口杯	口杯
慎防	慎防
准点	準點
乏术	乏術
咸蛋	鹹蛋
大面	大面
九台	九臺
签单	簽單
干爽	乾爽
光板	光板
面砖	面磚
承制	承製
黑布	黑布
后补	後補
家丑	家醜
防除	防除
发网	髮網
后文	後文
得闲	得閒
明里	明裏
点发	點發
后身	後身
回书	回書
定当	定當
板结	板結
万源	萬源
个例	個例
万死	萬死
过当	過當
后金	後金
纤长	纖長
精当	精當
发报	發報
后日	後日
松滋	松滋
洒家	洒家
后学	後學
冲顶	衝頂
纤尘	纖塵
游程	遊程
旁骛	旁騖
翻卷	翻捲
贵干	貴幹
坑蒙	坑矇
保准	保準
冲量	衝量
托生	託生
纤瘦	纖瘦
御笔	御筆
药皂	藥皂
乡党	鄉黨
走台	走臺
冲模	衝模
工于	工於
回还	迴還
盯防	盯防
旁落	旁落
卷纸	捲紙
后福	後福
咸淡	鹹淡
游方	遊方
面呈	面呈
哄人	哄人
协防	協防
发虚	發虛
断弦	斷絃
归回	歸回
翻斗	翻斗
后尾	後尾
胡吹	胡吹
鲜于	鮮於
回单	回單
回鹘	回鶻
余悸	餘悸
校注	校註
果干	果乾
面生	面生
发身	發身
向火	向火
注疏	註疏
汇展	匯展
开台	開臺
冲澡	沖澡
布网	佈網
于思	于思
并流	並流
党项	党項
大冲	大衝
灌制	灌製
南斗	南斗
拖布	拖布
穆棱	穆棱
杆塔	桿塔
薄面	薄面
堪布	堪布
几曾	幾曾
后效	後效
鸿蒙	鴻蒙
数表	數表
扎啤	扎啤
摆桌	擺桌
改签	改簽
并蒂	並蒂
头里	頭裏
手松	手鬆
帅才	帥才
复转	復轉
寇准	寇準
面首	面首
膻中	膻中
应制	應制
漂游	漂游
复业	復業
莪术	莪朮
别情	別情
明面	明面
残卷	殘卷
硃卷	硃卷
庆历	慶曆
阳面	陽面
回涨	回漲
从征	從征
米制	米制
衣摆	衣襬
后晋	後晉
叹号	歎號
笺注	箋註
几案	几案
拾万	拾萬
身历	身歷
划价	劃價
吊线	吊線
洄游	洄游
田舍	田舍
蒙学	蒙學
岩羊	岩羊
工致	工緻
吊扣	吊扣
里巷	里巷
纤小	纖小
蒙文	蒙文
汇费	匯費
后步	後步
问卜	問卜
开蒙	開蒙
发窘	發窘
愿心	願心
发物	發物
发丧	發喪
起复	起復
失据	失據
叁万	叄萬
板擦	板擦
后舱	後艙
作准	作準
蚁后	蟻后
卤鸡	滷雞
小注	小註
哄闹	鬨鬧
吃准	吃準
音系	音系
表功	表功
芦荡	蘆蕩
别子	別子
口占	口占
照发	照發
走板	走板
干犯	干犯
干连	干連
手面	手面
干股	乾股
斗子	斗子
烫面	燙麵
卷帙	卷帙
云崖	雲崖
藏奸	藏奸
关里	關裏
童蒙	童蒙
辖制	轄制
香干	香乾
浪游	浪游
鱼松	魚鬆
井台	井臺
扑棱	撲棱
宽余	寬餘
条几	條几
咸盐	鹹鹽
尽自	儘自
冲要	衝要
回空	回空
并案	併案
朴刀	朴刀
黏糊	黏糊
遂愿	遂願
允准	允准
准信	準信
波荡	波盪
托庇	託庇
后影	後影
酥松	酥鬆
皂荚	皂莢
布菜	佈菜
干仗	幹仗
棋布	棋佈
向使	向使
笔致	筆致
板眼	板眼
定准	定準
伍万	伍萬
江防	江防
汇水	匯水
郁热	鬱熱
干嚎	乾嚎
死局	死局
叹赏	歎賞
拉纤	拉縴
伪托	僞託
丑话	醜話
回青	回青
大辟	大辟
霉天	霉天
河防	河防
席面	席面
后父	後父
闲空	閒空
旁批	旁批
余风	餘風
贰万	貳萬
旌表	旌表
痹症	痹症
死面	死麵
丑星	醜星
单弦	單弦
阉党	閹黨
别史	別史
竹布	竹布
诗余	詩餘
后景	後景
托名	託名
宦游	宦游
蓄发	蓄髮
板瓦	板瓦
摆列	擺列
托病	託病
叹词	歎詞
展卷	展卷
并驱	並驅
面陈	面陳
漆布	漆布
复交	復交
嘴松	嘴鬆
发市	發市
回条	回條
抽斗	抽斗
露丑	露醜
挺尸	挺屍
转托	轉託
干馏	乾餾
确当	確當
接防	接防
旁顾	旁顧
坍台	坍臺
声旁	聲旁
赞礼	贊禮
夸饰	誇飾
留别	留別
蒙医	蒙醫
诈尸	詐屍
定弦	定弦
卷次	卷次
防凌	防凌
回请	回請
棱子	稜子
周缘	周緣
题签	題簽
碑志	碑誌
姨表	姨表
跑表	跑錶
发凡	發凡
回口	回口
吊祭	弔祭
朴学	樸學
浑朴	渾樸
吁求	籲求
台扇	臺扇
敌台	敵臺
准定	准定
墓表	墓表
逃汇	逃匯
党锢	黨錮
诚朴	誠樸
夸示	誇示
守制	守制
透辟	透闢
纤度	纖度
板荡	板蕩
面商	面商
削面	削麵
低云	低雲
姑表	姑表
矜夸	矜誇
万俟	万俟
檀板	檀板
闲章	閒章
肆万	肆萬
余切	餘切
欺蒙	欺蒙
压台	壓臺
压卷	壓卷
愚蒙	愚蒙
回翔	迴翔
伴当	伴當
陆万	陸萬
贪占	貪佔
签押	籤押
发付	發付
台钟	臺鐘
长局	長局
奸宄	奸宄
刊布	刊佈
屯扎	屯紮
苫布	苫布
摆钟	擺鐘
松心	鬆心
湘帘	湘簾
表侄	表姪
御批	御批
巉岩	巉巖
调干	調幹
洋布	洋布
梓里	梓里
素志	素志
奸徒	奸徒
契据	契據
抻面	抻麵
编余	編餘
台笔	臺筆
骗汇	騙匯
相里	相里
悠荡	悠蕩
回驳	回駁
志哀	誌哀
托故	託故
刨工	鉋工
占梦	占夢
斗渠	斗渠
拖斗	拖斗
票汇	票匯
蜡台	蠟臺
绉布	縐布
冲犯	衝犯
霉雨	霉雨
旁出	旁出
提制	提製
板实	板實
郁悒	鬱悒
罄尽	罄盡
调卷	調卷
丑类	醜類
板鼓	板鼓
开吊	開弔
表姑	表姑
局骗	局騙
捌万	捌萬
余存	餘存
板滞	板滯
夹注	夾註
歪才	歪才
回改	回改
壁钟	壁鐘
发横	發橫
畚斗	畚斗
战表	戰表
夺杯	奪盃
后爹	後爹
托子	托子
干啤	乾啤
舍间	舍間
发蔫	發蔫
郁愤	鬱憤
发懒	發懶
蒙馆	蒙館
允当	允當
抽闲	抽閒
胡搅	胡攪
叙别	敘別
斗筲	斗筲
私党	私黨
准谱	準譜
后晌	後晌
后襟	後襟
汇拢	匯攏
悲咽	悲咽
斗牌	鬥牌
台甫	台甫
发困	發困
形旁	形旁
净余	淨餘
信据	信據
向例	向例
棱台	稜臺
干亲	乾親
谱表	譜表
浮吊	浮吊
封里	封裏
胡匪	鬍匪
余角	餘角
防涝	防澇
胎发	胎髮
风斗	風斗
门斗	門斗
回护	迴護
龟鉴	龜鑑
糊墙	糊牆
党棍	黨棍
裁并	裁併
朴厚	樸厚
密致	密緻
游禽	游禽
游乡	遊鄉
柒万	柒萬
托疾	託疾
电钟	電鐘
舍亲	舍親
呼台	呼臺
规复	規復
戽斗	戽斗
赎当	贖當
朴硝	朴硝
玖万	玖萬
诠注	詮註
当腰	當腰
哄传	哄傳
钻台	鑽臺
智术	智術
干谒	干謁
秕谷	秕穀
死症	死症
流别	流別
征实	徵實
吹台	吹臺
圭表	圭表
苇荡	葦蕩
捍御	捍禦
并骨	併骨
斗眼	鬥眼
系恋	繫戀
台鉴	台鑒
别嘴	彆嘴
欺哄	欺哄
云锣	雲鑼
荐引	薦引
松嘴	鬆嘴
准话	準話
冲账	沖賬
觌面	覿面
蒙垢	蒙垢
笆斗	笆斗
松气	松氣
望板	望板
袭占	襲佔
哄逗	哄逗
蛏干	蟶乾
丑史	醜史
卷逃	捲逃
干急	乾急
试表	試表
纤悉	纖悉
回禄	回祿
尸位	尸位
吊楼	吊樓
挂斗	掛斗
卤虾	滷蝦
摸准	摸準
干硬	乾硬
耍奸	耍奸
冶游	冶遊
裹扎	裹紮
酒帘	酒帘
塌台	塌臺
母钟	母鐘
瞒哄	瞞哄
游仙	遊仙
干薪	乾薪
脏土	髒土
草荐	草荐
后账	後賬
占课	占課
旷荡	曠蕩
防特	防特
吞占	吞佔
历陈	歷陳
叹羡	歎羨
晾台	晾臺
盲干	盲幹
咽头	咽頭
蒙哄	蒙哄
征聊	徵聊
倒汇	倒匯
唾余	唾餘
发痧	發痧
干碍	干礙
眷注	眷注
险症	險症
尸蜡	屍蠟
初愿	初願
披卷	披卷
押当	押當
现局	現局
党阀	黨閥
吊铺	吊鋪
靶台	靶臺
台驾	台駕
冷布	冷布
汇映	匯映
面叙	面敘
丑诋	醜詆
弥蒙	彌蒙
吊窗	吊窗
课卷	課卷
蓄志	蓄志
朴陋	樸陋
搌布	搌布
佣钱	佣錢
卜课	卜課
返防	返防
茶卤	茶滷
夸嘴	誇嘴
央托	央託
托熟	託熟
惬当	愜當
拘板	拘板
暌别	暌別
抄获	抄獲
吊卷	弔卷
子弦	子弦
表报	表報
松快	松快
簸荡	簸盪
中卷	中卷
两里	兩里
白面	白麵
编制	編製
不准	不準
布景	布景
创制	創制
村里	村里
定制	定制
定准	定准
复音	覆音
复合	複合
改制	改製
海里	海裏
机制	機製
加注	加注
姜黄	姜黃
金杯	金杯
冷面	冷麵
面盆	面盆
市制	市製
收获	收穫
四周	四週
台风	臺風
天台	天台
下面	下麵
压制	壓製
银杯	銀盃
郁郁	郁郁
制表	製錶
注音	註音
自制	自制
一周	一周
回复	回復
冲犯	沖犯
举杯	舉盃
汇编	匯編
蒙蒙	濛濛
编发	編髮
仪表	儀錶
可叹	可嘆
不干	不幹
小丑	小丑
才能	才能
䍀缕	繿縷
咱们	偺們
咱俩	偺倆
秋千	鞦韆
汇丰	滙豐
并没有	並沒有
并不是	並不是
准确性	準確性
台北市	臺北市
回收站	回收站
干什么	幹什麽
只不过	只不過
据了解	據了解
个性化	個性化
历史上	歷史上
防火墙	防火牆
万年历	萬年曆
致力于	致力於
当事人	當事人
台式机	臺式機
游戏机	遊戲機
尽可能	盡可能
制造商	製造商
局域网	局域網
云南省	雲南省
制造业	製造業
几个月	幾個月
表现出	表現出
发动机	發動機
发布会	發佈會
复印机	複印機
发言人	發言人
准备好	準備好
胡锦涛	胡錦濤
表面上	表面上
注意力	注意力
面对面	面對面
据介绍	據介紹
几年来	幾年來
游泳池	游泳池
几分钟	幾分鐘
志愿者	志願者
面临着	面臨著
发信人	發信人
注册码	註冊碼
汇款单	匯款單
赞助商	贊助商
舍不得	捨不得
几十年	幾十年
发展观	發展觀
发烧友	發燒友
注册表	註冊表
几年前	幾年前
据统计	據統計
复印件	複印件
几句话	幾句話
占有率	佔有率
发起人	發起人
回过头	回過頭
向日葵	向日葵
面包车	麵包車
发脾气	發脾氣
党中央	黨中央
并发症	併發症
历史性	歷史性
台湾省	臺灣省
制作人	製作人
发电机	發電機
复杂性	複雜性
周恩来	周恩來
胡萝卜	胡蘿蔔
注册版	註冊版
局限性	侷限性
据报道	據報道
当回事	當回事
症候群	症候群
几十个	幾十個
党组织	黨組織
党支部	黨支部
制造厂	製造廠
回忆录	回憶錄
尽全力	盡全力
局限于	侷限於
干细胞	幹細胞
发展史	發展史
后遗症	後遺症
里程碑	里程碑
布拉格	布拉格
历史学	歷史學
游乐园	遊樂園
周期性	週期性
冲击波	衝擊波
当地人	當地人
获得者	獲得者
防盗门	防盜門
发言权	發言權
几方面	幾方面
发生器	發生器
郁金香	鬱金香
制度化	制度化
发病率	發病率
游乐场	遊樂場
冲击力	衝擊力
发件箱	發件箱
防城港	防城港
回报率	回報率
系统性	系統性
发电厂	發電廠
准考证	准考證
制片厂	製片廠
后视镜	後視鏡
制片人	製片人
旁观者	旁觀者
松花江	松花江
只限于	只限於
表达式	表達式
万花筒	萬花筒
万用表	萬用錶
游击队	游擊隊
面面观	面面觀
复选框	複選框
表现力	表現力
准确率	準確率
党代会	黨代會
据调查	據調查
纤维素	纖維素
发行量	發行量
复读机	複讀機
发源地	發源地
于是乎	於是乎
制高点	制高點
个体户	個體戶
占便宜	佔便宜
游戏类	遊戲類
板着脸	板著臉
发祥地	發祥地
占上风	佔上風
冲锋枪	衝鋒槍
钟点工	鐘點工
准备金	準備金
舍利子	舍利子
占优势	佔優勢
制药厂	制藥廠
表决权	表決權
划时代	劃時代
系统化	系統化
松江区	松江區
获奖者	獲獎者
防腐剂	防腐劑
局外人	局外人
周总理	周總理
复杂化	複雜化
万分之	萬分之
回车键	回車鍵
万圣节	萬聖節
发展商	發展商
丑小鸭	醜小鴨
干燥机	乾燥機
复活节	復活節
后勤部	後勤部
蒙古族	蒙古族
发件人	發件人
党总支	黨總支
游击战	游擊戰
万事通	萬事通
回音壁	回音壁
后悔药	後悔藥
胡志明	胡志明
托儿所	託兒所
蒙太奇	蒙太奇
游泳馆	游泳館
胡耀邦	胡耀邦
布隆迪	布隆迪
纤维板	纖維板
回头客	回頭客
发电量	發電量
里斯本	里斯本
几内亚	幾內亞
制动器	制動器
据估计	據估計
向前看	向前看
系列化	系列化
注射器	注射器
哗啦啦	嘩啦啦
游戏厅	遊戲廳
赞比亚	贊比亞
制衣厂	制衣廠
防疫站	防疫站
万维网	萬維網
发行价	發行價
后脑勺	後腦勺
向心力	向心力
回归线	回歸線
制成品	製成品
向前进	向前進
致命伤	致命傷
历史剧	歷史劇
发热量	發熱量
汇报会	匯報會
后半夜	後半夜
致癌物	致癌物
发明家	發明家
回头率	回頭率
脏兮兮	髒兮兮
党代表	黨代表
发明者	發明者
台湾岛	臺灣島
斗牛士	鬥牛士
历史系	歷史系
发神经	發神經
岳阳楼	岳陽樓
板蓝根	板藍根
表面化	表面化
回收率	回收率
赞成票	贊成票
表彰会	表彰會
复制品	複製品
注射剂	注射劑
表面积	表面積
干扰素	干擾素
发射机	發射機
蒙蒙亮	矇矇亮
赞美诗	讚美詩
干燥剂	乾燥劑
占有量	佔有量
防护林	防護林
致病菌	致病菌
防空洞	防空洞
发高烧	發高燒
发电站	發電站
万年青	萬年青
布谷鸟	布穀鳥
摆地摊	擺地攤
卷心菜	捲心菜
干燥箱	乾燥箱
干电池	乾電池
几何学	幾何學
刨花板	鉋花板
布依族	布依族
周转率	周轉率
防波堤	防波堤
防卫厅	防衛廳
卷帘门	捲簾門
复习题	複習題
几何体	幾何體
回头路	回頭路
党政军	黨政軍
防弹衣	防彈衣
回顾展	回顧展
谷氨酸	穀氨酸
蒙汗药	蒙汗藥
糊涂账	糊塗賬
卜算子	卜算子
几天来	幾天來
历史观	歷史觀
发货人	發貨人
蒙古包	蒙古包
发表会	發表會
采购员	採購員
丑八怪	醜八怪
钟鼓楼	鐘鼓樓
姜子牙	姜子牙
卤化物	鹵化物
表演赛	表演賽
向钱看	向錢看
后汉书	後漢書
干巴巴	乾巴巴
扎伊尔	扎伊爾
划不来	划不來
复写纸	複寫紙
卷扬机	捲揚機
干着急	乾著急
回形针	回形針
致公党	致公黨
托拉斯	托拉斯
当家人	當家人
雇佣军	僱傭軍
周作人	周作人
回马枪	回馬槍
后空翻	後空翻
吊脚楼	吊腳樓
划得来	划得來
防冻剂	防凍劑
面巾纸	面巾紙
御林军	御林軍
干休所	幹休所
发芽率	發芽率
后备军	後備軍
制空权	制空權
松紧带	鬆緊帶
万金油	萬金油
几代人	幾代人
周转量	周轉量
几点钟	幾點鐘
鉴定书	鑑定書
闲工夫	閒工夫
淀粉酶	澱粉酶
闲不住	閒不住
糊涂虫	糊塗蟲
鉴定人	鑑定人
干瞪眼	乾瞪眼
台球桌	檯球桌
干燥器	乾燥器
布朗族	布朗族
采石场	採石場
万户侯	萬戶侯
后坐力	後坐力
并蒂莲	並蒂蓮
回教徒	回教徒
鉴定会	鑑定會
发酒疯	發酒瘋
摆架子	擺架子
防锈油	防鏽油
防守型	防守型
钟乳石	鐘乳石
扎兰屯	扎蘭屯
鉴赏力	鑑賞力
后半部	後半部
防老剂	防老劑
周转金	周轉金
弦乐器	弦樂器
周口店	周口店
万能胶	萬能膠
准确度	準確度
党委会	黨委會
志愿书	志願書
松节油	松節油
别动队	別動隊
面神经	面神經
发案率	發案率
发令枪	發令槍
志愿兵	志願兵
卷铺盖	捲鋪蓋
咸鸭蛋	鹹鴨蛋
占领区	佔領區
游园会	遊園會
尽义务	盡義務
防洪堤	防洪堤
发射极	發射極
防空壕	防空壕
面包圈	麵包圈
吊胃口	吊胃口
局内人	局內人
当权派	當權派
占领军	佔領軍
制海权	制海權
霉干菜	霉乾菜
占位符	佔位符
万言书	萬言書
回归年	回歸年
周邦彦	周邦彥
表演唱	表演唱
杯中物	杯中物
斗争性	鬥爭性
发刊词	發刊詞
回旋曲	迴旋曲
游泳裤	游泳褲
复合词	複合詞
台柱子	臺柱子
旁听生	旁聽生
夸海口	誇海口
周树人	周樹人
表面性	表面性
采茶戏	採茶戲
发洋财	發洋財
采桑子	採桑子
表面光	表面光
发报机	發報機
防风林	防風林
托老所	託老所
摆事实	擺事實
摆擂台	擺擂臺
发酵酒	發酵酒
游离态	游離態
尽人事	盡人事
周期律	週期律
表土层	表土層
占星术	占星術
吊嗓子	吊嗓子
发货方	發貨方
回文诗	迴文詩
干打垒	乾打壘
布拉吉	布拉吉
钟鼎文	鐘鼎文
冲击机	衝擊機
后半天	後半天
里外里	裏外裏
云片糕	雲片糕
游艺会	遊藝會
洒狗血	灑狗血
托人情	託人情
摆摊子	擺攤子
表侄女	表姪女
游仙诗	遊仙詩
斗心眼	鬥心眼
发语词	發語詞
吊膀子	吊膀子
弦切角	弦切角
复辅音	複輔音
铲土机	鏟土機
摆门面	擺門面
托门子	託門子
铲运车	鏟運車
防沙林	防沙林
据了解	據瞭解
联系人	聯繫人
一个人	一個人
数据库	數據庫
内蒙古	內蒙古
一个月	一個月
每个人	每個人
一系列	一系列
下划线	下劃線
开发商	開發商
开发区	開發區
海淀区	海淀區
三个月	三個月
摩托车	摩托車
不愿意	不願意
相当于	相當於
艺术品	藝術品
一个个	一個個
连云港	連雲港
玩游戏	玩遊戲
这几天	這幾天
真面目	真面目
控制器	控制器
标准化	標準化
艺术家	藝術家
前几天	前幾天
代表性	代表性
风向标	風向標
近几年	近幾年
麦当劳	麥當勞
本系统	本系統
大面积	大面積
旅游局	旅遊局
心脏病	心臟病
技术部	技術部
标志着	標誌著
每个月	每個月
杂志社	雜誌社
数据线	數據線
关系到	關係到
好几个	好幾個
代表作	代表作
圣斗士	聖鬥士
市面上	市面上
新发现	新發現
方向盘	方向盤
副局长	副局長
同志们	同志們
倾向于	傾向於
丰台区	豐臺區
根据地	根據地
大发展	大發展
总面积	總面積
上个月	上個月
出发点	出發點
代表团	代表團
好几次	好幾次
战斗力	戰鬥力
福布斯	福布斯
龙卷风	龍捲風
新局面	新局面
批发商	批發商
新发展	新發展
控制台	控制臺
风云榜	風雲榜
强制性	強制性
旅游业	旅遊業
批发价	批發價
徐汇区	徐匯區
艺术节	藝術節
战斗机	戰鬥機
新干线	新幹線
桌面上	桌面上
空荡荡	空蕩蕩
西游记	西遊記
文汇报	文匯報
技术员	技術員
方向性	方向性
研制出	研製出
分布式	分佈式
美术馆	美術館
技术性	技術性
一个劲	一個勁
一致性	一致性
千里马	千里馬
国防部	國防部
见面会	見面會
心里话	心裏話
旅游区	旅遊區
代表处	代表處
旅游者	旅遊者
白云区	白雲區
乌托邦	烏托邦
特别要	特別要
老干部	老幹部
下个月	下個月
老板娘	老闆娘
魔术师	魔術師
标准件	標準件
有别于	有別於
乳制品	乳製品
关系人	關係人
读后感	讀後感
学术界	學術界
那当然	那當然
不干胶	不乾膠
豆制品	豆製品
青霉素	青黴素
委托书	委託書
阿里山	阿里山
这几年	這幾年
洗发水	洗髮水
想当年	想當年
象征性	象徵性
新台币	新臺幣
委托人	委託人
艺术团	藝術團
气冲冲	氣沖沖
五台山	五臺山
北斗星	北斗星
意向书	意向書
平面图	平面圖
有志于	有志於
村干部	村幹部
不发达	不發達
子系统	子系統
开发部	開發部
外向型	外向型
艺术性	藝術性
城里人	城裏人
想当然	想當然
抗干扰	抗干擾
爱面子	愛面子
六个月	六個月
错别字	錯別字
突发性	突發性
手术室	手術室
爆发力	爆發力
一个样	一個樣
限制级	限制級
肉制品	肉製品
给面子	給面子
密云县	密雲縣
擂台赛	擂臺賽
样板间	樣板間
死胡同	死衚衕
缓冲区	緩衝區
莫扎特	莫扎特
歇后语	歇後語
艺术馆	藝術館
全面性	全面性
忧郁症	憂鬱症
理发师	理髮師
法制化	法制化
消防队	消防隊
兴冲冲	興沖沖
美术家	美術家
关系网	關係網
黑板报	黑板報
旅游团	旅遊團
限制性	限制性
奶制品	奶製品
麦当娜	麥當娜
管弦乐	管弦樂
七台河	七臺河
大致上	大致上
代表队	代表隊
白云山	白雲山
徐志摩	徐志摩
振荡器	振盪器
原发性	原發性
抑制剂	抑制劑
明摆着	明擺著
南汇区	南匯區
吉布提	吉布提
舞台剧	舞臺劇
艺术界	藝術界
暴发户	暴發戶
观后感	觀後感
理发店	理髮店
消防车	消防車
大胡子	大鬍子
两回事	兩回事
旅游车	旅遊車
脚后跟	腳後跟
烘干机	烘乾機
等于零	等於零
武当山	武當山
乌干达	烏干達
数据流	數據流
计划外	計劃外
全局性	全局性
标准时	標準時
灰蒙蒙	灰濛濛
艺术照	藝術照
倾向性	傾向性
大个子	大個子
响当当	響噹噹
上台阶	上臺階
多面手	多面手
千里眼	千里眼
始发站	始發站
总干事	總幹事
蒸发器	蒸發器
要面子	要面子
走后门	走後門
批发部	批發部
角斗士	角鬥士
无党派	無黨派
碳纤维	碳纖維
出发地	出發地
正当时	正當時
计划内	計劃內
手术台	手術臺
挥发性	揮發性
咋回事	咋回事
高个子	高個子
计划性	計劃性
自发性	自發性
报复性	報復性
咏叹调	詠歎調
地表水	地表水
学术性	學術性
多发性	多發性
塔里木	塔里木
缓冲器	緩衝器
见面礼	見面禮
墓志铭	墓誌銘
喀布尔	喀布爾
鼻咽癌	鼻咽癌
肥皂剧	肥皂劇
雁荡山	雁蕩山
大别山	大別山
手术刀	手術刀
水帘洞	水簾洞
多发病	多發病
罗布泊	羅布泊
马后炮	馬後炮
触发器	觸發器
一回事	一回事
国防军	國防軍
校党委	校黨委
班干部	班幹部
两面性	兩面性
前几年	前幾年
双周刊	雙週刊
红霉素	紅黴素
方面军	方面軍
肥皂泡	肥皂泡
乱哄哄	亂哄哄
不尽然	不盡然
启发性	啟發性
联系点	聯繫點
氯霉素	氯黴素
控制室	控制室
说闲话	說閒話
强奸犯	強姦犯
闹别扭	鬧彆扭
天台山	天台山
合并症	合併症
旅游鞋	旅遊鞋
茅台酒	茅臺酒
正弦波	正弦波
控制键	控制鍵
片面性	片面性
样板戏	樣板戲
潜台词	潛臺詞
启发式	啟發式
履历表	履歷表
高才生	高才生
假面具	假面具
摄制组	攝製組
远征军	遠征軍
两面派	兩面派
上弦月	上弦月
首发式	首發式
感叹号	感歎號
预防针	預防針
黑糊糊	黑糊糊
小胡子	小鬍子
丢面子	丟面子
书面语	書面語
链霉素	鏈黴素
染发剂	染髮劑
闹哄哄	鬧哄哄
肩并肩	肩並肩
短纤维	短纖維
识别码	識別碼
场面上	場面上
蒸发量	蒸發量
牙周病	牙周病
拜占庭	拜占庭
街面上	街面上
篮板球	籃板球
开发性	開發性
球面镜	球面鏡
曲别针	曲別針
冷板凳	冷板凳
开后门	開後門
枪杆子	槍桿子
书卷气	書卷氣
厅局级	廳局級
拖后腿	拖後腿
交汇点	交匯點
皮划艇	皮划艇
消防栓	消防栓
控制论	控制論
地板砖	地板磚
夏蒙尼	夏蒙尼
莫干山	莫干山
笑面虎	笑面虎
近几天	近幾天
多面体	多面體
三板斧	三板斧
留后路	留後路
白云观	白雲觀
老糊涂	老糊塗
农历年	農曆年
水准仪	水準儀
摩托艇	摩托艇
蒲松龄	蒲松齡
肌纤维	肌纖維
批准书	批准書
大后方	大後方
醋坛子	醋罈子
窝里斗	窩裏鬥
阿托品	阿托品
甜面酱	甜麵醬
耳旁风	耳旁風
土霉素	土黴素
地面水	地面水
明后天	明後天
惊叹号	驚歎號
打游击	打游擊
五里河	五里河
立面图	立面圖
叮当响	叮噹響
圆周率	圓周率
词汇学	詞彙學
留余地	留餘地
织布机	織布機
雾蒙蒙	霧濛濛
雨蒙蒙	雨濛濛
下弦月	下弦月
凿岩机	鑿岩機
场面话	場面話
开采权	開採權
半吊子	半吊子
关系户	關係戶
笔杆子	筆桿子
金霉素	金黴素
大后天	大後天
擀面杖	擀麵杖
吐谷浑	吐谷渾
战斗队	戰鬥隊
转发器	轉發器
前后脚	前後腳
挥发油	揮發油
棉纤维	棉纖維
小个子	小個子
怒冲冲	怒沖沖
正当中	正當中
牙周炎	牙周炎
请愿书	請願書
三只手	三隻手
平面镜	平面鏡
黑面包	黑麵包
平板车	平板車
闹饥荒	鬧饑荒
地面站	地面站
祖冲之	祖沖之
译制片	譯製片
美术字	美術字
剖面图	剖面圖
圆面积	圓面積
特别法	特別法
吉卜赛	吉卜賽
三棱镜	三稜鏡
来复枪	來復槍
换向器	換向器
哈里发	哈里發
吃闲饭	吃閒飯
标准粉	標準粉
地板革	地板革
多党制	多黨制
浮夸风	浮誇風
麻纤维	麻纖維
四面体	四面體
白蒙蒙	白濛濛
包干制	包乾制
五里雾	五里霧
七弦琴	七弦琴
梦游症	夢遊症
串并联	串並聯
撑杆跳	撐杆跳
催干剂	催乾劑
多棱镜	多稜鏡
站台票	站臺票
墨斗鱼	墨斗魚
美术界	美術界
感叹句	感歎句
创汇额	創匯額
腰杆子	腰桿子
仙后座	仙后座
标准音	標準音
六弦琴	六弦琴
美术片	美術片
基准面	基準面
正当年	正當年
屋里人	屋裏人
打摆子	打擺子
触霉头	觸霉頭
章回体	章回體
交杯酒	交杯酒
方向舵	方向舵
刮胡刀	刮鬍刀
凸面镜	凸面鏡
对台戏	對臺戲
夹板气	夾板氣
理发馆	理髮館
呼吁书	呼籲書
黑蒙蒙	黑濛濛
判别式	判別式
打板子	打板子
扯后腿	扯後腿
标准语	標準語
文征明	文徵明
买面子	買面子
试制品	試製品
两党制	兩黨制
内当家	內當家
眼面前	眼面前
铺面房	鋪面房
大后年	大後年
打冲锋	打衝鋒
拉后腿	拉後腿
圆周角	圓周角
顺杆爬	順桿爬
渔获量	漁獲量
平面角	平面角
半制品	半製品
捕获量	捕獲量
气吁吁	氣吁吁
凹面镜	凹面鏡
门面话	門面話
月台票	月臺票
场面人	場面人
帆布床	帆布牀
打饥荒	打饑荒
换发球	換發球
窝里横	窩裏橫
压台戏	壓臺戲
喜冲冲	喜沖沖
碍面子	礙面子
胎里素	胎裏素
驳面子	駁面子
爆发音	爆發音
留后手	留後手
八斗才	八斗才
在这里	在這裏
留言板	留言板
第一个	第一個
另一个	另一個
每一个	每一個
下一个	下一個
上一个	上一個
电视台	電視臺
一方面	一方面
世界杯	世界盃
管理局	管理局
共产党	共產黨
适用于	適用於
有利于	有利於
这方面	這方面
第二个	第二個
来源于	來源於
新技术	新技術
公安局	公安局
有助于	有助於
黄金周	黃金週
各方面	各方面
三国志	三國志
教育局	教育局
一分钟	一分鐘
取决于	取決於
来自于	來自於
港澳台	港澳臺
不同于	不同於
剪贴板	剪貼板
没关系	沒關係
应用于	應用於
股份制	股份制
不属于	不屬於
